job_title,company_name,job_url,location,description,source,search_keyword,error,salary,employment_type,tags,date_posted
DevOps Engineer,Higher Logic,https://remoteok.com/remote-jobs/1130083,"Remote-Ontario, Quebec","Company Description
At Higher Logic, engagement happens here. As the industry-leading, human-focused engagement platform we deliver powerful online communities and communication tools to organizations looking to build, retain, and grow their member or customer base. We're obsessed with engagement and, with over 13 years of experience in the industry, we've got it down to a science. We are a global company with offices throughout the US, Canada, and Australia. We serve more than 3,000 customers, representing over 350,000 online communities with over 200 million users across 42 countries worldwide.

Our team is a thriving community of authentic people with diverse experiences and perspectives. We are honest and genuine and believe that sharing ideas and feedback openly helps us to be successful. We believe that diversity and empathy bring us #AllTogether to make us stronger. We learn from failure and successes because both help us to grow and learn. We strive to understand the why behind our actions and bring our best selves to work every day.

Job Description
Higher Logic operates at scale, serving tens of millions of end users every day.  As a member of the Platform Engineering team, you will play a crucial role in the continuous improvement of our SaaS infrastructure as we strive for DevOps excellence. No matter how much you know, you will learn and grow here. 
This is a full-time position with the Platform Engineering Team. You'll work both collaboratively and independently on concurrent complex projects to execute our infrastructure road map and promote DevOps best practices within the organization. You'll be relied on to employ a high degree of technical skill and precision in
Please mention the word **HELPED** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"saas, technical, devops, engineer, engineering, full-time",2026-02-04T19:00:05+00:00
QA Engineer,MrBeast,https://remoteok.com/remote-jobs/1129980,Los Angeles,"About Us


Beast Industries is a multifaceted media and entertainment company founded by Jimmy Donaldson, popularly known as MrBeast, the most watched person in the world. Renowned for revolutionizing digital content creation, Beast Industries encompasses a diverse portfolio of ventures that extend far beyond its origins on YouTube. With a mission to entertain, inspire, and create significant social impact, Beast Industries operates across various domains including digital media, philanthropy, consumer products, and innovative business initiatives. At Beast Industries, we believe in the transformative power of digital media and its potential to entertain, educate, and effect positive change. Our commitment to innovation, creativity, and philanthropy drives us to explore new frontiers, create unforgettable experiences, and build a legacy that inspires future generations.
Senior QA Engineer


Weâre hiring a Senior QA Engineer who blends strong automation skills with structured manual testing. This role owns quality for their product team, builds reliable automated test suites, and helps shape our testing standards as we scale. Youâll work across engineering, product, and DevOps to ensure every release ships with confidence.


Overview


Youâll design, implement, and maintain automated test suites while executing manual, exploratory, and regression testing. Youâll work across integration tests, end-to-end flows, manual validation, CI/CD pipelines, and release readiness. At this level, youâll independently run established QA processes, contribute to test automation architecture, and evolve testing practices as we grow.


What Success Looks Like




Strong, stable E2E and integration coverage


Fewer escaped defects due to automation-first testing


Reliable Cypress suites running cleanly in CI/CD


Clear reporting on coverage, flakiness, a
Please mention the word **ADEQUATE** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"testing, test, qa, devops, content, senior, engineer",2026-02-01T14:01:14+00:00
Account Executive Italian Speaking,Quantum Metric,https://remoteok.com/remote-jobs/1129656,Madrid,"ð 
Our Culture
Quantum Metric's number one objective is happy people, diverse and inclusive culture.  Weâre passionate about empowering our people to become the best version of themselves, offering coaching and training programs designed to accelerate their career in whatever direction they choose.  
As a remote-first company, we understand the importance of building an engaged, diverse, and fun place to work. We hold regular company-wide events, seasonal challenges, and Quantum Metric sponsored local outings when Zoom becomes too much. We also have a number of Employee Resource Groups that provide spaces to discuss, share, and reflect on topics that impact us both inside and outside of work - from being new to SaaS or navigating it as a first-time parent, to overcoming the barriers faced as Black, Hispanic, Asian American and Native Hawaiian/Pacific Islander, LGBTQIA or other underrepresented backgrounds.  
We are also passionate about the connections we build with our customers. Youâll not only work with some of the worldâs most recognized brands, but build lasting relationships.
At Quantum Metric we value all types of experience and education and donât expect you to meet every qualification for this position. We are most interested in the unique perspective you can bring and your ability to uphold our values of passion, persistence, and integrity.
ð About the Role
As an Account Executive at Quantum Metric, you will spearhead full life-cycle sales within a greenfield territory, focusing on acquiring and expanding enterprise-level accounts. We seek a highly motivated and results-oriented individual with a passion for continuous learning and significant earning potential. You will build trust and credibility with diverse stakeholders, including Product Managers, Business Analysts, CX Insights Leaders, and DevOps teams across web, iOS, and Android platforms, as well as technology ecosystem partners.  
As a key member of our team, you'll leverage your experience in full-cycle enterprise SaaS sales to develop compelling business cases and drive growth. We foster a supportive and collaborative startup culture where you can thrive and make a significant impact.
\n
ð§ Responsibilities
Driving Enterprise Growth: Proactively identify, qualify, and close new enterprise-level accounts
Strategic Account Development: Craft and execute strategic account plans and build a sustainable revenue pipeline
Solution-Focused Engagement: Conduct in-depth discovery sessions to understand customer needs and position our SaaS solutions to achieve their strategic objectives
Navigating Complex Sales: Skillfully manage intricate sales cycles involving multiple stakeholders, adeptly navigating organizational structures and decision-making processes to drive deals to closure
Value-Driven Partnerships: Collaborate with prospective clients to build compelling business cases that demonstrate the tangible ROI and strategic advantages of our SaaS investment
Trusted ",RemoteOK,DevOps engineer,,,,"saas, training, support, devops, financial, education, leader, lead, android, sales, recruitment, executive, ecommerce",2026-01-20T00:01:37+00:00
Senior Account Executive,Caylent,https://remoteok.com/remote-jobs/1129625,Texas,"Caylent is a cloud native services company that helps organizations bring the best out of their people and technology using Amazon Web Services (AWS). We provide a full-range of AWS services including workload migrations and modernization, cloud native application development, DevOps, data engineering, security and compliance, and everything in between.

At Caylent, our people always come first.  We are a global company and operate fully remote with employees in Canada, the United States, and Latin America. We celebrate the culture of each of our team members and foster a community of technological curiosity. Come talk to us to learn more about what it means to be a Caylien!

Your Assignment 

â¢ Communicate via cold calls/emails/social media/in-person meetings with SME prospects. 
â¢ Manage and nurture relationships with AWS and Clients
â¢ Drive net new customer acquisition and scale existing client base
â¢ Design, build, and test new outreach and nurture campaigns. 
â¢ Coordinate closely with content, marketing, and lead generation providers. 
â¢ Drive revenue by winning new services business and/or expand existing engagements. 
â¢ Attend cloud workshops and training to boost specific skills and possible certifications around cloud, Kubernetes, and DevOps. 
â¢ Engage with AWS, and other partners at the tactical and strategic level.

Your Qualifications 

â¢ 5+ years of B2B sales experience selling managed cloud services and/or DevOps consulting. 
â¢ Experience selling AWS, and related services is highly desired. 
â¢ Great verbal communication and presentation skills. 
â¢ Assist with creating proposals & SOWs
â¢ Negotiate contracts, deliverables and price. 
â¢ Enthusiasm to work in a startup environment and ability to be cross-functional. 
â¢ Possess natural curiosity and excitement to learn new technology, sell and succeed as an individual and as a team. 
â¢ Proven track record of sourcing and closing $250K+ ARR deals successfully.
â¢ Ability to travel 10-25% of the time. 
â¢ Technical Background in DevOps or Cloud is preferred.
Please mention the word **AWARDS** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"amazon, security, training, technical, test, web, travel, devops, cloud, lead, senior, sales, executive",2026-01-18T16:00:15+00:00
Site Reliability Engineer South Korea,MinIO,https://remoteok.com/remote-jobs/1129550,Remote,"MinIO is the industry leader in high-performance object storage and the company behind the worldâs fastest, most widely deployed object store, powering production infrastructure for more than half of the Fortune 500, including 9 of the 10 largest global automakers and all 10 of the largest U.S. banks. Our enterprise offering, AIStor, is engineered to handle the scale, speed, and pressure of modern AI and analytics, from terabytes to exabytes, all in a single namespace.

As a Site Reliability Engineer, you will work closely with customers as well as the engineering team on enhancing, optimizing, validating and automating our cloud-native storage platform. Your role will be a mix of DevOps and software engineering to assure that MinIo is delivering a very high quality product with high-performance, scalability and durability to enable seamless data storage and retrieval for demanding workloads for customers.

This role requires deep expertise in DevOps practices, SRE, systems programming, distributed computing, and storage architectures. You will work closely with a world-class team of engineers to push the boundaries of object storage performance and reliability.


What You Will Do:




Enhance, optimize, validate and automate core MinIO software for performance, scalability, and security.


Help building and delivering high-performance distributed storage solutions with a focus on cloud-native architectures.


Validate the MinIO Software according to customer environment and requirements, ensuring no surprises are observed at customer deployments.


Improve existing features, fix critical issues, and contribute to open-source repositories.


Collaborate with other engineers to refine architecture, APIs, and integrations.


Write efficient, well-documented, and maintainable code.


Conduct performance benchmarking and debugging of complex storage environments.


Work closely with customers to address issues, and manage expectations.




Your Skills and Experience:
Please mention the word **PHENOMENALLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"software, devops, leader, reliability, engineer, engineering",2026-01-13T18:00:05+00:00
DevOps Lead Engineer,"Envoy Global, Inc.",https://remoteok.com/remote-jobs/1129539,Chicago IL,"Envoy Global is a proven innovator in the global immigration space. Our mission combines our industry-leading tech platform with holistic service to streamline, simplify and expedite the immigration process for employers and individuals.

Envoy Global is seeking aÂ  DevOps Lead Engineer to play a integral role in safeguarding and optimizing Envoy Globalâs technology ecosystem. They will oversees the deployment, operation, and protection of the organizationâs physical infrastructure, cloud environmentsâprimarily within Azureâand all electronic data systems. With a blend of strategic vision and handsâon expertise, the DevOps Lead Engineer ensures that missionâcritical platforms remain secure, resilient, and consistently highâperforming.

This role champions automation, reliability, and continuous improvement, driving the engineering culture forward while enabling teams to deliver software and services with confidence. By unifying development, operations, and security practices, the DevOps Lead Engineer helps power Envoy Globalâs ability to scale, innovate, and serve its customers with excellence.

This position is 100% remote, working from home, within the United States.

As our successful DevOps Lead Engineer you will be required to:

- Manage operational aspect of the CI/CD pipeline including source control, build systems, infrastructure, networking, deployments, and permissions management
- Work closely with Development, Data, Project Management, and Infosec teams to ensure management, operability, and security of Envoyâs applications hosted in Azure.
- Participate in architecture, requirements, and planning sessions with project owners and stakeholders.
- Design and deliver DevOps projects that ensure infrastructure is 24x7 operational as well as cost effective.
- Train and mentor DevOps engineers to meet Envoy Globalâs growing requirements for the future.
- Participate in planning sessions and daily stand-ups with multi-region DevOps staff
- Proactive planning and organization to adjust to the flexible needs of Envoy Globalâs business.
- Ensure business continuity and disaster recovery plans are tested and updated on an annual basis.
- Serve as an escalation point
Please mention the word **SUSTAINABILITY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"design, security, infosec, software, devops, cloud, lead, operational, engineer, engineering, digital nomad",2026-01-13T04:01:08+00:00
Principal DevOps Engineer Datastores,Udemy,https://remoteok.com/remote-jobs/1129538,"Austin, TX; Denver, CO","Join Udemy. Help 
define
 
the future of learning.


Udemy is an AI-powered skills acceleration platform built to help people and teams grow. Itâs personalized, practical, and focused on real-world impact.


Our mission is simple: to transform lives through learning. Your work helps people around the world build skills they can use, whether theyâre picking up something new or leveling up to stay ahead.


Over 80 million learners and 17,000 businesses already learn with Udemy. If youâre excited by change, energized by learning, and ready to have a real impact, youâll feel right at home. 


Learn more about us on our
 company page
.




Principal DevOps Engineer - Datastores


About you 


Youâre an analytical problem-solver ready to put your skills toward purposeful work that has a global impact. You want to lead the way in innovation, exploring the latest technologies and finding new solutions. You thrive in a collaborative environment and are eager to work with and learn alongside the best in Product, Design, and Engineering.


About this role:


As part of Udemy's Platform team, the Datastore Infrastructure (DSI) team is responsible for overseeing all aspects of Databases (MySQL, Aurora, DynamoDB), Message Queues (RabbitMQ), Streaming (Kafka), and Caching (Redis, Memcache) in our infrastructure. This includes ensuring uptime, security and compliance, observability, performance,  improving developers' productivity and developing future growth strategies. The team is split between EU and US regions. You will play a vital role in overseeing day-to-day activities and engineering strategies of DSI, ensuring that millions of students worldwide achieve greater learning and career outcomes on Udemy. We value tea
Please mention the word **CONGENIAL** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"security, students, growth, devops, lead, engineer, engineering",2026-01-13T04:00:23+00:00
Software Engineer II DevOps,Sony Interactive Entertainment,https://remoteok.com/remote-jobs/1129528,Waterloo,"Why PlayStation?


PlayStation isnât just the Best Place to Play â itâs also the Best Place to Work. Today, weâre recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStationÂ®5, PlayStationÂ®4, PlayStationÂ®VR, PlayStationÂ®Plus, acclaimed PlayStation software titles from PlayStation Studios, and more.


PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.


The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Group Corporation.


Overview


As part of the Foundational Systems and Experiences Engineering (FSEE) organization, this role contributes directly to the infrastructure, tooling, and automation that empower PlayStation developers worldwide. Our team builds and maintains the systems that support build, test, and release workflows across console, mobile, web, and PC platforms. The ideal candidate is passionate about developer productivity, highly collaborative, and motivated by solving complex technical problems that enable development teams to deliver exceptional experiences to PlayStation users.


This position offers the opportunity to work at global scale, partnering with engineering, QA, operations, and platform teams to enhance delivery pipelines, streamline development processes, and ensure the reliability, security, and scalability of the platforms that power the PlayStation ecosystem.


Responsibilities






Design, develop, and maintain software build and release pipelines that support delivery across PlayStation consoles, Web, Mobile, and PC platforms.






Automate provisioning, configuration, and lifecycle management of cloud infrastructure using Infrastructure-as-Code (IaC) to enable consistent, secure, and scalable deployments.






Build internal tools and applications that streamline development workflows and accelerate software delivery.






Engage closely with dependent engineering, QA, and operations teams to understand requirements, remove obstacles, and ensure smooth end-to-end delivery.






Monitor and analyze telemetry (metrics, logs, traces) to detect issues, identify improvement opportunities, and drive operational excellence across CI/CD systems and tools.






Develop dashboards and visualizations to communicate system performance, reliability, and pipeline health.






Identify and resolve CI/CD challenges proactively, providing support to development teams and continually improving system resilience.






Produce clear, high-quality documentation including tutorials, how-to guides, references, and conceptual explanations for infrastructure, pipelines, and internally developed tools.




Please mention the word **TEMPTING** and tag RMTk3LjQ3Ljc1LjE3 when applying to",RemoteOK,DevOps engineer,,,,"software, system, technical, support, developer, devops, cloud, leader, management, operations, operational, engineer, engineering, digital nomad",2026-01-12T18:00:31+00:00
DevOps Engineer,Bugcrowd,https://remoteok.com/remote-jobs/1129509,Remote - India,"We are Bugcrowd. Since 2012, weâve been empowering organizations to take back control and stay ahead of threat actors by uniting the collective ingenuity and expertise of our customers and trusted alliance of elite hackers, with our patented data and AI-powered Security Knowledge Platformâ¢. Our network of hackers brings diverse expertise to uncover hidden weaknesses, adapting swiftly to evolving threats, even against zero-day exploits. With unmatched scalability and adaptability, our data and AI-driven CrowdMatchâ¢ technology in our platform finds the perfect talent for your unique fight. We aim to create a new era of modern crowdsourced security that outpaces threat actors. Unleash the ingenuity of the hacker community with Bugcrowd, visit www.bugcrowd.com. Based in San Francisco and New Hampshire, Bugcrowd is supported by General Catalyst, Rally Ventures, Costanoa Ventures, and others.

Job Summary
We are seeking a DevOps Engineer to support and enhance our cloud infrastructure, CI/CD pipelines, and operational tooling. This role focuses on enabling engineering teams with reliable deployment pipelines and scalable infrastructure for our security platform.

Essential Duties and Responsibilities
- Maintain and enhance CI/CD pipelines for microservices deployments.
- Support cloud infrastructure using Infrastructure-as-Code practices.
- Assist in operating Kubernetes clusters and related platform services.
- Monitor system health and assist with incident response and root cause analysis.
- Implement automation to improve deployment reliability and operational efficiency.
- Collaborate with engineers to troubleshoot build, deployment, and environment issues.

People Manager Responsibility
- This position does not have management responsibility.
Please mention the word **WOW** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"system, security, support, manager, devops, cloud, management, operational, reliability, health, engineer, engineering",2026-01-11T01:00:13+00:00
Senior DevOps Engineer,Bugcrowd,https://remoteok.com/remote-jobs/1129508,Remote - India,"We are Bugcrowd. Since 2012, weâve been empowering organizations to take back control and stay ahead of threat actors by uniting the collective ingenuity and expertise of our customers and trusted alliance of elite hackers, with our patented data and AI-powered Security Knowledge Platformâ¢. Our network of hackers brings diverse expertise to uncover hidden weaknesses, adapting swiftly to evolving threats, even against zero-day exploits. With unmatched scalability and adaptability, our data and AI-driven CrowdMatchâ¢ technology in our platform finds the perfect talent for your unique fight. We aim to create a new era of modern crowdsourced security that outpaces threat actors. Unleash the ingenuity of the hacker community with Bugcrowd, visit www.bugcrowd.com. Based in San Francisco and New Hampshire, Bugcrowd is supported by General Catalyst, Rally Ventures, Costanoa Ventures, and others.

Job Summary
We are looking for a Senior DevOps Engineer to design, build, and operate scalable CI/CD pipelines, cloud infrastructure, and reliability tooling. This role partners closely with engineering teams to improve delivery velocity, system resilience, and operational excellence for our cloud-native security platform.

Essential Duties and Responsibilities
- Design, implement, and maintain CI/CD pipelines supporting microservices-based architectures.
- Build and manage cloud infrastructure using Infrastructure-as-Code.
- Operate and scale Kubernetes clusters and supporting platform services.
- Improve observability, monitoring, and alerting for production systems.
- Partner with engineering teams to improve deployment reliability and reduce operational toil.
- Implement security best practices across infrastructure and deployment pipelines.
Please mention the word **CONVIENIENT** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"system, security, devops, cloud, senior, operational, reliability, engineer, engineering",2026-01-10T23:00:11+00:00
Staff DevOps Engineer,Bugcrowd,https://remoteok.com/remote-jobs/1129507,Remote - India,"We are Bugcrowd. Since 2012, weâve been empowering organizations to take back control and stay ahead of threat actors by uniting the collective ingenuity and expertise of our customers and trusted alliance of elite hackers, with our patented data and AI-powered Security Knowledge Platformâ¢. Our network of hackers brings diverse expertise to uncover hidden weaknesses, adapting swiftly to evolving threats, even against zero-day exploits. With unmatched scalability and adaptability, our data and AI-driven CrowdMatchâ¢ technology in our platform finds the perfect talent for your unique fight. We aim to create a new era of modern crowdsourced security that outpaces threat actors. Unleash the ingenuity of the hacker community with Bugcrowd, visit www.bugcrowd.com. Based in San Francisco and New Hampshire, Bugcrowd is supported by General Catalyst, Rally Ventures, Costanoa Ventures, and others.

Job Summary
We are seeking a highly experienced and technically accomplished Staff DevOps Engineer to drive the strategy, architecture, and execution of our cloud infrastructure and developer productivity platforms. This role acts as a force multiplier across engineering teams, improving reliability, security, and delivery velocity for our cloud-native, API-first Security Knowledge Platformâ¢.

You will define standards, design scalable systems, and lead complex DevOps and Platform Engineering initiatives that enable teams to build, test, and deploy software faster and more securely.

Essential Duties and Responsibilities
- Define and drive the long-term DevOps and platform engineering strategy aligned with engineering and business goals.
- Architect, build, and maintain scalable, reliable, and secure CI/CD pipelines and cloud infrastructure.
- Lead adoption of modern practices such as
Please mention the word **JUSTLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"design, security, developer, software, devops, cloud, strategy, lead, engineer, engineering, digital nomad",2026-01-10T22:00:40+00:00
Senior Infrastructure Engineer,Paradigm Health,https://remoteok.com/remote-jobs/1129369,Remote - United States,"Paradigm is rebuilding the clinical research ecosystem by enabling equitable access to trials for all patients. Our platform enhances trial efficiency and reduces the barriers to participation for healthcare providers. Incubated by ARCH Venture Partners and backed by leading healthcare and life sciences investors, Paradigmâs seamless infrastructure implemented at healthcare provider organizations, will bring potentially life-saving therapies to patients faster.

Our team hails from a broad range of disciplines and is committed to the companyâs mission to create equitable access to clinical trials for any patient, anywhere. Join us, and bring your expertise, passion, creativity, and drive as we work together to realize this mission.

In this role, you will partner closely with product, design, and other internal engineering teams to build resilient features, address bugs, and collaborate to plan upcoming work.

As part of the Infrastructure team, you will work with AWS, Kubernetes, terraform, and more to drive best devops practices to build a secure platform and ensure all our developers are as productive as possible.

What youâll do:
- Execute global cloud platform expansions, bringing our platform into new international regions
- Elevate and evangelize our cloud security posture
- Build and maintain centralized logging, monitoring, and alerting using industry best practices and standards
- Transform existing infrastructure to improve performance and reliability.
Please mention the word **COVENANT** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"security, devops, cloud, senior, medical, healthcare, engineer, engineering",2025-12-29T18:00:31+00:00
DevOps Software Engineer Energy Storage,Redwood Materials,https://remoteok.com/remote-jobs/1129354,San Francisco,"About Redwood Materials




Redwood is localizing a global battery supply chain that seamlessly integrates recovery, reuse, and recycling 
â 
keeping critical minerals in circulation and driving the energy transition. Founded in 2019,
 weâre delivering low-cost and large-scale energy storage and producing battery materials in the U.S. for the first time, all from batteries we already have.








DevOps Engineer  


Essential Duties:


Redwood Materials is looking for motivated and talented DevOps engineers to help architect, build, and deploy infrastructure and applications in a hybrid AWS and Kubernetes environment. These applications will cover use cases from web integrations with auto manufacturers to predictive machine controllers to new battery-based energy products. The ideal candidate is someone experienced with creating, managing, and supporting both AWS infrastructure and Kubernetes (self-hosted and AWS EKS based) using infrastructure-as-code tools. This is an opportunity to join during a critical growth phase and build green field software experiences and capabilities which will have a significant impact on the companyâs day-to-day operations and ability to scale.
 
Please mention the word **AMAZING** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"software, growth, web, devops, operations, engineer",2025-12-27T20:00:16+00:00
Senior DevOps Engineer,Little Thinking Minds,https://remoteok.com/remote-jobs/1129296,Amman,"At Little Thinking Minds, we make learning Arabic exciting and impactful. Through engaging digital platforms, interactive content, and gamified experiences, we inspire K-12 students to read, learn, and thrive. With adaptive tools for students and support for teachers, weâre bridging literacy gaps and building a love for reading across the MENA region and beyond.

Job Purpose
As a Senior DevOps Engineer at Little Thinking Minds, you will take ownership of designing, implementing, and maintaining highly available, scalable, and secure infrastructure. You will lead initiatives to automate and optimize development and deployment pipelines, champion best practices in cloud architecture, and ensure the stability and performance of mission-critical systems. This role demands deep technical expertise, strategic thinking, and the ability to guide and mentor other engineers while remaining hands-on.

Location
This is a hybrid role, with a combination of remote work and time in our Amman, Jordan office. Candidates must be located in Amman, Jordan.

Duties and Responsibilities
- Design, implement, and manage cloud infrastructure (primarily AWS) with high availability, scalability, and security in mind.
- Lead and evolve CI/CD pipelines to optimize build, test, and deployment processes for multiple products.
- Monitor, troubleshoot, and optimize application performance, uptime, and infrastructure costs.
- Implement advanced infrastructure-as-code practices using tools such as Terraform or AWS CloudFormation.
- Architect and maintain observability solutions (monitoring, logging, alerting) to ensure proactive detection and resolution of issues.
- Oversee deployments, releases, and rollback strategies with zero-downtime principles.
- Drive security hardening, compliance readiness, and best practices across environments.
- Manage DNS, SSL/TLS, networking configurations, and application-level security.
- Lead disaster recovery and backup strategies for critical systems and data.
- Mentor junior and mid-level engineers on DevOps tools, processes, and cloud architecture best practices.
- Maintain and improve documentation for infrastructure, processes, and operational standards.
Please mention the word **SUPPORTER** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"security, students, architect, technical, support, devops, cloud, lead, senior, junior, operational, engineer",2025-12-20T08:00:40+00:00
Senior Software Engineer Platform,Omada Health,https://remoteok.com/remote-jobs/1129228,"Remote, USA","Omada Health is on a mission to inspire and engage people in lifelong health, one step at a time.

Job overview:
We are a remote-first healthcare and technology company, seeking an experienced engineer to join our team. As a key member of our Platform Engineering team, you will play a role in designing, building, and maintaining the systems and infrastructure necessary to support Omadaâs mission. The Platform Engineering team is responsible for both the operational integrity of our infrastructure, as well as DevOps processes which help other engineers get more done with less pain.

About you:
You work thoughtfully with your teammates, partners, and Omada members. You are excited to work cross-functionally with a variety of people, and you possess diverse strengths and experience. You are comfortable working directly with stakeholders to design solutions and drive technical decisions for delivery. You are motivated to learn new technologies, and can be trusted to plan, develop, and deliver exemplary technical work. You are humble and flexible in your thinking, and care about providing the best possible solutions. You have years of hands-on experience building scalable cloud infrastructure, and you know how to work with other talented people to get big things done.

Your impact:
- You will become a key part of the development and operation of Omadaâs digital health program Architecture & Infrastructure.
- You will play a daily role building and scaling our platform one piece at a time, supporting our delivery of a personalized experience to program members, while empowering our health coaches to deliver effective interventions.
- You will work closely (including pair programming) with the rest of the Platform team, collaborating frequently with internal customers from our product engineering teams, InfoSec, IT, and beyond.
Please mention the word **DOMINATE** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"software, design, technical, support, devops, cloud, senior, operational, medical, health, healthcare, engineer, engineering, digital nomad",2025-12-15T18:00:13+00:00
Staff DevOps Engineer,Heartflow,https://remoteok.com/remote-jobs/1129216,San Francisco,"Heartflow is a medical technology company advancing the diagnosis and management of coronary artery disease, the #1 cause of death worldwide, using cutting-edge technology. The flagship productâan AI-driven, non-invasive cardiac test supported by the ACC/AHA Chest Pain Guidelines called the Heartflow FFR
CT 
Analysisâprovides a color-coded, 3D model of a patientâs coronary arteries indicating the impact blockages have on blood flow to the heart. Heartflow is the first AI-driven non-invasive integrated heart care solution across the CCTA pathway that helps clinicians identify stenoses in the coronary arteries (RoadMapâ¢Analysis), assess coronary blood flow (FFR
CT 
Analysis), and characterize and quantify coronary atherosclerosis (Plaque Analysis). Our pipeline of products is growing and so is our team; join us in helping to revolutionize precision heartcare.

Heartflow is a publicly traded company (HTFL) that has received international recognition for exceptional strides in healthcare innovation, is supported by medical societies around the world, cleared for use in the US, UK, Europe, Japan and Canada, and has been used for more than 500,000 patients worldwide.  

Heartflow is transforming cardiovascular care with cutting-edge, non-invasive technology. We are launching a massive Platform Modernization initiative to powe
Please mention the word **ENVIOUSLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,DevOps engineer,,,,"3d, test, devops, management, healthcare, engineer",2025-12-13T20:00:18+00:00
